Yield,Fertilizer,Yield_per_Fertilizer,Pesticide,Yield_per_Pesticide
8.904444444,111546.28,7.982735456529792e-05,208.44,0.0427194609671848
0.886153846,15719934.04,5.637134632659057e-08,29374.92,3.0167021595292856e-05
4.687,1929808.44,2.4287384710577804e-06,3606.12,0.001299734895122736
0.403684211,13769030.06,2.9318275088434223e-08,25729.38,1.568962062047356e-05
0.566923077,988745.07,5.733763881118517e-07,1847.61,0.00030684131228993135
1.068571429,30209824.71,3.5371652740715286e-08,56451.33,1.8929074461133153e-05
0.805,14450155.92,5.5708741445884694e-08,27002.16,2.9812429820429183e-05
1.512,128307.12,1.1784225224601721e-05,239.76,0.006306306306306307
8.377857143,8996091.89,9.312774086170433e-07,16810.47,0.000498371380633617
0.352142857,12146551.85,2.8991178842248963e-08,22697.55,1.5514575670061307e-05
0.114285714,5740587.7,1.9908364782929804e-08,10727.1,1.0653924546242693e-05
0.391428571,7095181.45,5.5168225613173004e-08,13258.35,2.9523173773508768e-05
6785.354286,116841405.0,5.8073200044111075e-05,218334.69,0.03107776545266352
0.0,111979.75,0.0,209.25,0.0
9.0,21095.54,0.0004266304631215887,39.42,0.228310502283105
3.392857143,655695.62,5.174439235997947e-06,1225.26,0.00276909157484942
1.22,102587.9,1.1892240702850922e-05,191.7,0.006364110589462703
0.0,9969.81,0.0,18.63,0.0
0.846666667,21673.5,3.906460271760445e-05,40.5,0.020905349802469136
1.445,7368.99,0.0001960920017532932,13.77,0.10493827160493828
0.0,17483.29,0.0,32.67,0.0
0.0,14882.47,0.0,27.81,0.0
19.56,109667.91,0.0001783566405158993,204.93,0.09544722588200848
1.04,11848.18,8.777719447206238e-05,22.14,0.04697380307136405
2.416923077,7502209.78,3.221614894645081e-07,14018.94,0.00017240412449158067
2.673571429,6771523.85,3.9482566822828216e-07,12653.55,0.00021129022519372035
2.506428571,14568059.76,1.7204958054071023e-07,27222.48,9.207201441602674e-05
0.255714286,38289.85,6.678383070187008e-06,71.55,0.0035739243326345215
0.88,5779.6,0.00015225967194961587,10.8,0.08148148148148147
1.5,866.94,0.0017302235448819986,1.62,0.9259259259259258
59.56181818,319364.8021,0.0001865008848450053,596.7783,0.09980560315279562
14.14285714,47681.7,0.00029660975049127864,89.1,0.15873015869809204
36.01214286,9765934.61,3.6875265192872306e-06,18249.03,0.001973372988043748
1.89,1300.41,0.0014533877777008787,2.43,0.7777777777777777
2.362857143,351110.7,6.7296642996069325e-06,656.1,0.0036013673875933544
0.0,54039.26,0.0,100.98,0.0
1.331818182,2409804.22,5.526665489862906e-07,4503.06,0.0002957584802334412
1.08,164863.09,6.550890196222818e-06,308.07,0.0035056967572305
10.12363636,1017065.11,9.953774109899415e-06,1900.53,0.005326743781997653
0.681818182,139721.83,4.879825736608231e-06,261.09,0.0026114297062315678
1.672,1358494.98,1.2307737787886416e-06,2538.54,0.00065864630850804
0.9,9102.87,9.886991685039993e-05,17.01,0.05291005291005291
1.126,1051164.75,1.0711926936286629e-06,1964.25,0.0005732467863052055
1.472727273,232339.92,6.338675131677759e-06,434.16,0.0033921302584300718
1.020909091,316866.57,3.2218895511760676e-06,592.11,0.0017241882268497408
9.559090909,1409066.48,6.7839885801555655e-06,2633.04,0.0036304389257284355
1.014,260804.45,3.887970469829023e-06,487.35,0.002080640196983687
9.706,939185.0,1.0334492139461341e-05,1755.0,0.0055304843304843304
0.54,12859.61,4.199194221286649e-05,24.03,0.02247191011235955
2.16,2604432.25,8.29355419016947e-07,4866.75,0.00044382801664355064
1.37,177289.23,7.727485758723189e-06,331.29,0.004135349693621902
6.042,646592.75,9.344367068761597e-06,1208.25,0.005000620732464308
1.666363636,318889.43,5.225521698853424e-06,595.89,0.002796428260249375
7.969090909,2665696.01,2.989497256665812e-06,4981.23,0.0015998239207986784
0.902727273,1410222.4,6.40131140308082e-07,2635.2,0.0003425649943078324
2.448571429,3260994.81,7.508663986496807e-07,6093.63,0.0004018247627440458
2.396363636,1942523.56,1.233634271081891e-06,3629.88,0.0006601770956615645
2.238571429,6707803.76,3.337264340303241e-07,12534.48,0.00017859308315941306
0.978,319033.92,3.0655047588670198e-06,596.16,0.001640499194847021
1.033,412374.46,2.5050047958838186e-06,770.58,0.0013405486776194553
2.158181818,238264.01,9.0579429851785e-06,445.23,0.004847341414549783
2.675,15171.45,0.00017631801838321318,28.35,0.09435626102292768
3.626363636,647315.2,5.602160486884906e-06,1209.6,0.0029979858101851853
6.927272727,765508.02,9.049249055548758e-06,1430.46,0.004842688874208296
0.996666667,112702.2,8.843364787910085e-06,210.6,0.0047325102896486225
5.89,356167.85,1.653714674134681e-05,665.55,0.00884982345428593
1.506,60974.78,2.4698736100400855e-05,113.94,0.013217482885729331
1.22,967360.55,1.2611636891746309e-06,1807.65,0.0006749094127734904
0.955172414,8617817.07,1.1083693309354499e-07,16103.61,5.93141794914308e-05
2.3008,4381225.78,5.251498360351563e-07,8186.94,0.0002810329622545176
2.14,3480764.1,6.148075360809427e-07,6504.3,0.00032901311440124224
42.13096774,13359978.87,3.153520536967736e-06,24965.01,0.0016876006755054376
0.184166667,566111.82,3.2531853335971687e-07,1057.86,0.00017409361068572402
0.064166667,584317.56,1.0981471616221835e-07,1091.88,5.876714199362567e-05
0.254,13313019.62,1.907906750309439e-08,24877.26,1.0210127642674476e-05
0.35,921412.73,3.798514917413828e-07,1721.79,0.0002032768223767126
9606.394516,61919455.62,0.00015514339426616556,115705.26,0.08302470013895652
0.349166667,1087576.23,3.210502927229294e-07,2032.29,0.00017180946961309655
2.815,16832362.55,1.672373674009297e-07,31453.65,8.949676746577901e-05
2.478888889,4980281.32,4.977407358586723e-07,9306.36,0.000266365033052665
0.363333333,5982030.49,6.073745923016852e-08,11178.27,3.250353883024833e-05
4.194285714,73111.94,5.7367999180434824e-05,136.62,0.030700378524374176
6.993333333,43924.96,0.0001592109209205882,82.08,0.08520142949561403
0.6575,1287116.92,5.108316033946628e-07,2405.16,0.00027337058657220313
2.305862069,31184554.25,7.394244120067869e-08,58272.75,3.957016047809653e-05
3.385666667,17453814.04,1.939786146019922e-07,32614.92,0.00010380729638459946
0.595454545,1984136.68,3.0010762413807094e-07,3707.64,0.00016060203930262916
0.688076923,10836894.49,6.349392103382931e-08,20250.27,3.397865425991851e-05
1.271153846,32511694.9,3.909835675777088e-08,60752.7,2.092341321455672e-05
2.102592593,17645263.29,1.1915903766602283e-07,32972.67,6.376773834208754e-05
6.161111111,32237597.37,1.9111570382517003e-07,60240.51,0.0001022752149840697
5.431724138,22730588.84,2.3896099552166284e-07,42475.32,0.0001278795342330558
0.572307692,3617162.66,1.5822005969728769e-07,6759.18,8.467117194689297e-05
0.774074074,24599566.99,3.146697965515693e-08,45967.77,1.6839495890272685e-05
11.31961538,1315436.96,8.605213114887696e-06,2458.08,0.004605063862852307
8.304615385,2294934.67,3.618671805154262e-06,4288.41,0.0019365255152842195
18.37333333,559898.75,3.2815456955387026e-05,1046.25,0.017561131020310636
24.145,295337.56,8.175390898468857e-05,551.88,0.04375045299702834
2.782083333,12739105.34,2.1838922426243162e-07,23804.82,0.0001168705889395509
3.823333333,4411713.17,8.66632345683525e-07,8243.91,0.0004637766949178242
0.18,83226.24,2.162779431102498e-06,155.52,0.0011574074074074073
4.491935484,249350727.7,1.8014527270216584e-08,465947.1,9.64044090842072e-06
0.50962963,2817555.0,1.8087655076830795e-07,5265.0,9.679575118708451e-05
0.571724138,5359278.59,1.0667930923889516e-07,10014.57,5.7089234784918376e-05
1.009166667,4682053.96,2.1553930724027793e-07,8749.08,0.00011534546112276947
97.58677419,45274930.07,2.1554262820311407e-06,84602.61,0.001153472383298813
1.71875,311375.95,5.5198546965492994e-06,581.85,0.002953940018905216
1.340869565,841943.23,1.5925890454633147e-06,1573.29,0.0008522710784407198
22.102,85538.08,0.0002583878431687969,159.84,0.13827577577577577
32.50806452,12068671.74,2.6935909121014834e-06,22552.02,0.0014414701884797902
1.284166667,538225.25,2.3859279493111855e-06,1005.75,0.0012768249236887895
3.797777778,4619056.32,8.221977639796347e-07,8631.36,0.00043999761080524966
0.824827586,10095805.28,8.170002918281324e-08,18865.44,4.372161932083217e-05
0.788,42661539.44,1.847096964487787e-08,79719.12,9.884705199957051e-06
1.775,72913.68,2.4343854267127927e-05,159.39,0.011136206788380702
0.634615385,22490020.8,2.8217643311383688e-08,49163.4,1.290828919480752e-05
0.727,236101.44,3.0791849469448385e-06,516.12,0.0014085871502751298
1.560909091,3737014.8,4.1768876350181974e-07,8169.15,0.00019107362344919607
1.624285714,516736.08,3.143356496414959e-06,1129.59,0.0014379427172690976
31.49384615,9300192.72,3.3863648956728285e-06,20330.31,0.0015491080140932428
0.345833333,17202344.88,2.0103848365583986e-08,37604.49,9.196596815965329e-06
0.72,6962577.12,1.0340998564048939e-07,15220.26,4.730536797663115e-05
0.598333333,258896.4,2.3110917455785402e-06,565.95,0.001057219423977383
12941.33667,14959683.12,0.0008650809356181069,32702.01,0.39573520618457403
0.51,24757.44,2.0599868160843772e-05,54.12,0.009423503325942351
0.518333333,6040513.44,8.580948261245817e-08,13204.62,3.925393786417178e-05
3.026153846,123010510.8,2.4600774570558082e-08,268902.15,1.1253736149004387e-05
2.897142857,939273.12,3.0844520036940905e-06,2053.26,0.001410996589326242
0.4125,673130.64,6.128082358574555e-07,1471.47,0.00028033191298497417
0.874444444,1445592.96,6.049036403719066e-07,3160.08,0.0002767159198501304
5.321,16502343.36,3.224390551039898e-07,36074.28,0.0001475012113893888
3.715384615,3871067.28,9.597830123479538e-07,8462.19,0.0004390571016486276
3.0625,59025.36,5.188447812940065e-05,129.03,0.02373479035883128
2.86,5434.56,0.0005262615556733203,11.88,0.24074074074074073
1.636153846,51592995.36,3.1712712832108764e-08,112782.78,1.4507124633742847e-05
1.315384615,121370028.5,1.0837804285429494e-08,265316.04,4.957802833933448e-06
2.782307692,10582597.92,2.6291348429119945e-07,23133.66,0.00012027096845030141
0.37,1589457.84,2.3278377739166707e-07,3474.57,0.00010648799707589716
0.434166667,3707879.52,1.1709298121962712e-07,8105.46,5.356471649974215e-05
1.390833333,5574348.96,2.495059679579156e-07,12185.58,0.00011413763916038465
2.975454545,15780603.6,1.88551377401052e-07,34496.55,8.625368464382669e-05
0.48,54496.56,8.80789539743426e-06,119.13,0.004029211785444472
3.446923077,15075318.48,2.2864678325522183e-07,32954.79,0.00010459551030366147
7.481538462,30714774.48,2.4358109700175793e-07,67142.79,0.00011142728001025874
7.143333333,1001921.52,7.129633599445992e-06,2190.21,0.0032614832974920214
6.83,7849.92,0.0008700725612490318,17.16,0.398018648018648
0.807692308,1722151.68,4.6900184076701076e-07,3764.64,0.00021454702388541802
0.767692308,24159034.56,3.177661367607233e-08,52811.88,1.453635636527236e-05
0.41,1113782.88,3.681148340150461e-07,2434.74,0.00016839580406942837
17.84545455,4445017.2,4.014709898085433e-06,9716.85,0.0018365472915605366
19.12090909,601273.68,3.1800675343048446e-05,1314.39,0.014547363484201797
1.1525,1566360.96,7.357818723980456e-07,3424.08,0.0003365867619915423
0.442,483977.76,9.132651054048434e-07,1057.98,0.0004177772736724702
17.6225,52986.96,0.0003325818276798669,115.83,0.15214106880773545
17.564,156092.64,0.00011252292228512503,341.22,0.051474122267159014
1.024444444,4338892.32,2.3610736760574872e-07,9484.86,0.00010800838852655705
1.511,709210.08,2.1305393741724594e-06,1550.34,0.0009746249209850742
0.418,862132.56,4.848442332348519e-07,1884.63,0.0002217941983307068
3.184615385,246807674.2,1.2903226754688976e-08,539523.93,5.9026397309198125e-06
3.541538462,114583772.6,3.0907853543652656e-08,250481.22,1.4138938088851532e-05
0.44,12831.6,3.429034570903083e-05,28.05,0.01568627450980392
0.34,102803.76,3.3072720297389907e-06,224.73,0.0015129266230587818
0.2475,3178764.72,7.786043378510882e-08,6948.81,3.561760934606069e-05
0.319166667,9615548.16,3.319276880414481e-08,21019.68,1.5184182965677879e-05
0.722222222,2748075.84,2.6281014937346124e-07,6007.32,0.00012022369742247791
0.93,284257.68,3.271679414255404e-06,621.39,0.0014966446193211995
1.956,110200.8,1.7749417427096716e-05,240.9,0.008119551681195516
1.615,28682.4,5.63063063063063e-05,62.7,0.025757575757575757
81.93615385,21017556.96,3.898462319190498e-06,45944.58,0.0017833693081969625
0.811428571,1664786.88,4.874068751671085e-07,3639.24,0.00022296649053099
0.924615385,5889100.56,1.5700451632294763e-07,12873.63,7.182242964882477e-05
10.885,15548.88,0.0007000504216380859,33.99,0.3202412474257134
10.783,101747.04,0.00010597851298671686,222.42,0.0484803524862872
18.75,1620706.56,1.1569028263820934e-05,3542.88,0.005292304565776995
0.0,7397.04,0.0,16.17,0.0
6.8325,2978893.68,2.2936367436920407e-06,6511.89,0.0010492345540234862
3.428571429,20576753.76,1.6662353396408625e-07,44980.98,7.62226929915711e-05
1.113076923,2932247.04,3.795986176526245e-07,6409.92,0.00017364911309345512
0.948461538,44746657.44,2.119625447491302e-08,97816.62,9.696322956160211e-06
1.02,48307.2,2.1114864864864866e-05,105.6,0.00965909090909091
16.19272727,9207352.32,1.7586735803328093e-06,20127.36,0.0008045132232940633
1.057777778,10074919.44,1.0499118968637629e-07,22023.87,4.802869695471323e-05
0.944074074,912855.12,1.034199242920388e-06,1995.51,0.00047309914457958115
16.40037037,7741077.84,2.1186158709392334e-06,16922.07,0.0009691704602332931
1.728148148,532586.88,3.244819226489395e-06,1164.24,0.001484357304335876
0.64,142053.36,4.505349257490285e-06,310.53,0.002060992496699192
6784.791481,3070526.4,0.0022096509188131394,6712.2,1.0108148566788833
0.5344,137675.52,3.8815905688970705e-06,300.96,0.0017756512493354599
0.792222222,2959570.8,2.6768145637874254e-07,6469.65,0.0001224520989543484
8.160740741,2494614.0,3.2713440800861375e-06,5453.25,0.0014964912191812222
0.7872,316110.24,2.490270482854336e-06,691.02,0.0011391855517930017
10.46592593,10628036.88,9.847468585374346e-07,23232.99,0.0004504769265600337
0.677826087,848244.24,7.990930619228255e-07,1854.27,0.0003655487534177871
2.96962963,4219784.88,7.037395778336454e-07,9224.49,0.000321928868696264
0.761481481,4385538.96,1.7363464056422384e-07,9586.83,7.94299555744704e-05
5.331153846,694265.04,7.678845309566502e-06,1517.67,0.003512722690703513
0.640740741,1703583.6,3.761134710383453e-07,3724.05,0.0001720548169331776
0.590454545,1079665.92,5.468863414712581e-07,2360.16,0.00025017564275303374
3.382592593,1250401.68,2.7052047730774004e-06,2733.39,0.001237508219829589
0.918888889,4521553.92,2.0322413605099727e-07,9884.16,9.296580478260166e-05
7.653703704,15778490.16,4.850719952535686e-07,34491.93,0.00022189838910145068
0.634074074,42420665.76,1.4947291906905708e-08,92731.98,6.837706625049957e-06
1.531481481,29616540.48,5.171034348303465e-08,64742.04,2.3655131673330032e-05
2.613076923,62852648.88,4.1574650703886134e-08,137396.49,1.901851294017773e-05
1.977777778,284220845.8,6.958595075716998e-09,621309.48,3.183240947812353e-06
0.685185185,1837485.12,3.728929162702553e-07,4016.76,0.00017058155951562952
0.6392,806579.28,7.924825443073618e-07,1763.19,0.0003625247420867859
36.59814815,4513704.0,8.108229549390036e-06,9867.0,0.0037091464629573326
5.173333333,937914.48,5.515783627735442e-06,2050.29,0.0025232202922513404
8.383461538,498318.96,1.68234849783761e-05,1089.33,0.007695979673744413
0.6835,39400.56,1.7347469173026982e-05,86.13,0.007935678625333798
0.968148148,2452194.24,3.9480891530028224e-07,5360.52,0.00018060713289009276
0.634444444,7975216.8,7.955199963968377e-08,17433.9,3.63914238351717e-05
1.199615385,3569600.16,3.360643576954568e-07,7803.18,0.00015373416799304899
1.645,264180.0,6.2268150503444625e-06,577.5,0.0028484848484848484
11.29,359284.8,3.142353920900634e-05,785.4,0.01437484084542908
0.32,115333.44,2.774563907917773e-06,252.12,0.0012692368713311123
0.445,8465685.84,5.2565144562463475e-08,18506.07,2.40461643125742e-05
4955.305,3892654.56,0.001272988631182316,8509.38,0.5823344356463104
2.03,54496.56,3.725005761831572e-05,119.13,0.017040208175942248
1.87,288333.6,6.4855431347577955e-06,630.3,0.0029668411867364753
0.865,1255232.4,6.891154179895293e-07,2743.95,0.00031523898030211923
0.945,31399.68,3.009584811055399e-05,68.64,0.013767482517482516
0.725,2339.88,0.00030984494931364,5.115,0.14173998044965785
2.925,4202726.4,6.959767830711035e-07,9187.2,0.00031837774294670844
2.775,2133064.8,1.3009450064526873e-06,4662.9,0.0005951232065881748
54.35,121975.68,0.0004455806272201147,266.64,0.20383288328832885
9.524545455,35592443.04,2.676002162677058e-07,77805.42,0.00012241493529628142
0.695925926,109906428.0,6.331985659655867e-09,240256.5,2.896595621762575e-06
0.985555556,35368267.44,2.786553109144891e-08,77315.37,1.2747213859288263e-05
0.58375,4931108.4,1.1838109257545422e-07,10779.45,5.415396889451688e-05
0.07875,2755623.84,2.8577920852941962e-08,6023.82,1.3073099793818542e-05
0.836190476,9744468.0,8.581181404669808e-08,21301.5,3.925500438936225e-05
0.616363636,1798386.48,3.4273146670898015e-07,3931.29,0.0001567840673163262
9449.426667,66499993.44,0.00014209665562637687,145369.62,0.0650027610101753
0.3344,655015.44,5.105223168479815e-07,1431.87,0.0002335407543980948
2.50375,122045725.4,2.0514852050688865e-08,266793.12,9.384612316839355e-06
1.496363636,9855725.52,1.518268374016163e-07,21544.71,6.945387689135755e-05
1.8925,329545.68,5.742754691853342e-06,720.39,0.002627049237218729
0.530740741,8299327.92,6.394984583281776e-08,18142.41,2.9254147657339902e-05
0.37,1454046.72,2.544622500162856e-07,3178.56,0.00011640491291654083
0.342272727,1093101.36,3.131207585360611e-07,2389.53,0.0001432385142684963
1.257857143,12346565.52,1.0187911293731183e-07,26989.71,4.6605063300050286e-05
1.874137931,1183828.32,1.5831163179133945e-06,2587.86,0.0007242037556127456
1.929166667,878587.2,2.1957600418034772e-06,1920.6,0.0010044604118504634
1.254285714,713286.0,1.758461141814083e-06,1559.25,0.0008044160423280424
28.71863636,4647605.52,6.179232776193106e-06,10159.71,0.0028267181208912464
0.714814815,141753553.4,5.042658881241138e-09,309874.62,2.306787225749563e-06
0.740714286,72381546.0,1.0233468707617822e-08,158226.75,4.681346776066626e-06
2.0,561571.2,3.561436199007357e-06,1227.6,0.0016291951775822746
0.94173913,25768721.04,3.6545823463188845e-08,56330.67,1.6718053060615114e-05
0.4912,8701485.36,5.645013232545392e-08,19021.53,2.5823369623789468e-05
0.525384615,18547247.52,2.832682393619126e-08,40544.46,1.2958234367901312e-05
1.331428571,17442824.16,7.633102064132716e-08,38130.18,3.491797235155984e-05
1.0465,139935995.0,7.478418972902576e-09,305901.42,3.4210367509899105e-06
2.113636364,533492.64,3.9618847675199415e-06,1166.22,0.0018123821954691224
0.359285714,758574.0,4.7363304568835733e-07,1658.25,0.00021666558962761946
3.134642857,182712322.6,1.7156165563405736e-08,399410.88,7.848165921268844e-06
3.191785714,15521707.2,2.0563367630076156e-07,33930.6,9.406805992231202e-05
3.19,3612170.88,8.831254406214581e-07,7896.24,0.00040398974701883427
1.123333333,39400.56,2.8510593072788813e-05,86.13,0.01304230039475212
0.192916667,38821779.36,4.969289666273555e-09,84864.78,2.273224145517139e-06
0.336153846,940480.8,3.574276540254729e-07,2055.9,0.00016350690500510723
0.2636,1646369.76,1.6010984069581064e-07,3598.98,7.324297439830174e-05
5.48,24991880.88,2.1927121157117168e-07,54632.49,0.00010030661242055781
7.599090909,2080077.84,3.653272374172305e-06,4547.07,0.00167120605334864
5.114090909,872850.72,5.85906706819237e-06,1908.06,0.002680256862467637
0.722,1261572.72,5.723015316945027e-07,2757.81,0.00026180193704424887
0.8136,8922943.68,9.118067189235021e-08,19505.64,4.171101281475512e-05
6.655555556,5068029.12,1.3132433532662892e-06,11078.76,0.0006007491412396333
15.352,1107140.64,1.3866350349129991e-05,2420.22,0.006343224996074738
13.72166667,84839.52,0.00016173673153737785,185.46,0.07398720300873503
1.7055,100759157.8,1.692650114628092e-08,220260.48,7.743104891081686e-06
1.655333333,5077690.56,3.260012230835902e-07,11099.88,0.00014913074132332963
1.750769231,1110763.68,1.5761851620859624e-06,2428.14,0.000721033066874233
0.204375,307052.64,6.656024843166956e-07,671.22,0.0003044828819165102
2.812333333,150963774.0,1.862919333879398e-08,330008.25,8.522009170982847e-06
2.493846154,7260572.16,3.4347791042407323e-07,15871.68,0.0001571255313867215
2.852,42029377.44,6.785729824505343e-08,91876.62,3.104162952446444e-05
0.752666667,4925220.96,1.528188629734086e-07,10766.58,6.99076834983811e-05
0.236,46948.56,5.026778244103759e-06,102.63,0.0022995225567572835
0.467307692,6686018.4,6.989327041038355e-08,14615.7,3.197299424591364e-05
0.525,3431471.76,1.5299557645201196e-07,7501.23,6.998852188241129e-05
0.808571429,38576016.48,2.096046981468938e-08,84327.54,9.588462191592452e-06
92.69038462,72494313.12,1.2785883558420561e-06,158473.26,0.0005848960551452024
0.5684,23335245.84,2.435800350668172e-08,51011.07,1.114267942232931e-05
0.7235,27908428.08,2.5924068454377818e-08,61008.09,1.1859082951129926e-05
0.886470588,2483141.04,3.5699566545764955e-07,5428.17,0.00016330928987117206
16.24142857,510999.6,3.1783642433379596e-05,1117.05,0.014539571702251466
9.176666667,110200.8,8.327223275148636e-05,240.9,0.03809326138231631
0.782727273,14238849.12,5.497124566764143e-08,31126.26,2.5146846199961064e-05
5.373684211,1935911.04,2.7757908808660955e-06,4231.92,0.0012697981556834721
0.281428571,9537048.96,2.9508978320270674e-08,20848.08,1.3499016264327457e-05
0.423636364,1070759.28,3.9564108564158323e-07,2340.69,0.00018098781299531334
1.289285714,29831960.4,4.321826982580736e-08,65212.95,1.9770393978496605e-05
0.973571429,14595718.56,6.67025350617613e-08,31906.38,3.051337785734389e-05
1.156666667,222816.96,5.191106938179213e-06,487.08,0.002374695464810709
8.282857143,9349858.56,8.858804750731972e-07,20438.88,0.00040525005005166616
0.382857143,12896663.76,2.9686525920561026e-08,28192.23,1.3580236221114826e-05
0.124285714,5997640.8,2.0722433727608363e-08,13110.9,9.479571501575026e-06
0.360714286,6859018.56,5.258978129955665e-08,14993.88,2.4057434499942644e-05
6883.315,119840501.8,5.743730121797604e-05,261972.48,0.026274954529575012
0.0,151563.84,0.0,331.32,0.0
8.33,11322.0,0.0007357357357357357,24.75,0.33656565656565657
3.689285714,724608.0,5.091422829999117e-06,1584.0,0.0023290945164141414
1.44,72460.8,1.987281399046105e-05,158.4,0.00909090909090909
0.0,16756.56,0.0,36.63,0.0
0.74,26116.08,2.833503343533945e-05,57.09,0.012961989840602556
1.166666667,10114.32,0.0001153480082694635,22.11,0.052766470691994576
0.0,24606.48,0.0,53.79,0.0
0.0,9208.56,0.0,20.13,0.0
18.56,128617.92,0.00014430337545499102,281.16,0.06601223502631952
0.995,11925.84,8.343227814560652e-05,26.07,0.038166474875335636
2.215384615,9658571.76,2.293697940077219e-07,21113.73,0.00010492625485880515
2.801428571,6821580.48,4.1067148283501597e-07,14912.04,0.0001878635365114364
2.500714286,13433930.4,1.861491173126816e-07,29366.7,8.515475984703763e-05
0.31625,39551.52,7.995900031149246e-06,86.46,0.003657760814249364
0.78,4075.92,0.00019136783842666196,8.91,0.08754208754208755
1.4,150.96,0.009273979862215155,0.33,4.242424242424242
45.05384615,229015.3776,0.0001967284757126283,500.6298,0.08999433543508596
13.18642857,54496.56,0.0002419680906464555,119.13,0.11068940292117856
38.105,11396423.28,3.343592903123549e-06,24912.69,0.0015295417716834272
1.62,1962.48,0.0008254861196037667,4.29,0.37762237762237766
2.691428571,372871.2,7.2181186720776496e-06,815.1,0.0033019611961722485
0.0,60836.88,0.0,132.99,0.0
3.0,150.96,0.01987281399046105,0.33,9.09090909090909
1.380909091,2528127.12,5.462182182516201e-07,5526.51,0.0002498700067492866
1.1,173302.08,6.347298312865028e-06,378.84,0.0029036004645760748
10.16727273,1067589.12,9.523582190496658e-06,2333.76,0.004356605962052653
0.710909091,147940.8,4.805361948833588e-06,323.4,0.0021982346660482377
1.69,1426421.04,1.1847834213101623e-06,3118.17,0.0005419845614575216
0.968,10114.32,9.570589026251889e-05,22.11,0.04378109452736318
1.186,1102762.8,1.0754806019934658e-06,2410.65,0.0004919834899301018
1.549090909,244857.12,6.326509553816528e-06,535.26,0.002894090552254979
1.064545455,336942.72,3.1594255991047974e-06,736.56,0.00144529360133594
9.29,1475935.92,6.294311205597598e-06,3226.41,0.002879361271506101
1.042,273841.44,3.8051216791731744e-06,598.62,0.0017406702081454012
9.78,994826.4,9.830860942170412e-06,2174.7,0.0044971720237274105
0.55,13586.4,4.048165812871696e-05,29.7,0.01851851851851852
2.214545455,2722865.52,8.13314296550349e-07,5952.21,0.00037205432184012326
1.41,186284.64,7.569062054713689e-06,407.22,0.0034625018417562986
6.07,678716.16,8.943355643690582e-06,1483.68,0.004091178690822819
8.006,75329.04,0.00010628039332507092,164.67,0.04861844901925063
1.743636364,337395.6,5.167928579981482e-06,737.55,0.0023640924194969835
8.149090909,1877187.6,4.341116950165236e-06,4103.55,0.0019858636812028607
6.598181818,911496.48,7.238845089122011e-06,1992.54,0.0033114425898601784
0.899090909,1475634.0,6.092912666691063e-07,3225.75,0.00027872305944354024
2.507272727,4997077.92,5.017477748275737e-07,10923.66,0.00022952680026657734
2.505454545,2056075.2,1.2185617262442542e-06,4494.6,0.0005574366005873715
2.319090909,9601206.96,2.415416018696049e-07,20988.33,0.0001104943036916229
1.032,335131.2,3.0793909967200903e-06,732.6,0.0014086814086814088
1.076,434462.88,2.476621247826742e-06,949.74,0.0011329416471876515
2.221818182,258443.52,8.596919675138305e-06,564.96,0.003932699982299631
2.70125,16756.56,0.0001612055218970958,36.63,0.07374419874419874
3.670909091,683244.96,5.372756926007914e-06,1493.58,0.002457792077424711
6.94,807485.04,8.594586470605077e-06,1765.17,0.003931632647280432
1.035,117597.84,8.801182062527678e-06,257.07,0.004026140739876298
5.997272727,379815.36,1.5789968912789628e-05,830.28,0.007223193051741582
1.568,66724.32,2.349967747891623e-05,145.86,0.010750034279446043
1.561904762,1016262.72,1.5369104182036707e-06,2221.56,0.0007030666567637156
3.060416667,5000399.04,6.120344881515696e-07,10930.92,0.00027997795857988164
3.18,3711200.64,8.568655560481903e-07,8112.72,0.00039197704345768125
42.5,13799253.6,3.0798767260861123e-06,30165.3,0.001408903607787756
0.186666667,603387.12,3.093646861404665e-07,1319.01,0.00014152028187807523
0.07,602632.32,1.1615706240249446e-07,1317.36,5.313657618266838e-05
0.468571429,13438610.16,3.4867551288503185e-08,29376.93,1.5950319825795274e-05
0.3575,774726.72,4.614530398538468e-07,1693.56,0.00021109379059495973
10713.87226,64586877.36,0.0001658831127611586,141187.53,0.07588398394674091
0.855384615,1393360.8,6.139003013433419e-07,3045.9,0.0002808314833054269
3.09962963,20890750.56,1.4837330143297638e-07,45667.38,6.787404116461247e-05
3.393214286,7292424.72,4.653067280480614e-07,15941.31,0.00021285667777616772
0.811935484,6733721.76,1.2057752205074778e-07,14719.98,5.5158735541760254e-05
2.711666667,67781.04,4.0006271178488854e-05,148.17,0.0183010505972869
4.132222222,46948.56,8.801595239555804e-05,102.63,0.04026329749585891
0.535789474,1029547.2,5.204127348411029e-07,2250.6,0.00023806517106549364
2.411724138,31744623.6,7.597268023678818e-08,69394.05,3.475404790468347e-05
3.297666667,19055529.84,1.730556271428242e-07,41655.57,7.916508325297193e-05
0.764583333,2103023.76,3.6356381109075065e-07,4597.23,0.00016631391794624155
0.735833333,11794655.76,6.23870122174723e-08,25783.23,2.853922231621096e-05
2.24125,35547909.84,6.304871397749668e-08,77708.07,2.884192079406939e-05
2.174,27116039.04,8.017395154185469e-08,59275.92,3.6675938559873894e-05
8.406538462,28905971.76,2.9082358938829875e-07,63188.73,0.0001330385728910836
